cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p1
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",
cty29109,"Lawrence County, MO",20648.76
cty29073,"Gasconade County, MO",19417.988
cty29069,"Dunklin County, MO",18348.842
cty29075,"Gentry County, MO",
cty29081,"Harrison County, MO",
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29089,"Howard County, MO",
cty29091,"Howell County, MO",24394.834
cty29093,"Iron County, MO",
cty29119,"McDonald County, MO",23962.127
cty29099,"Jefferson County, MO",23461.359
cty29123,"Madison County, MO",22249.561
cty29149,"Oregon County, MO",21848.533
cty29101,"Johnson County, MO",20507.299
cty29127,"Marion County, MO",19736.852
cty29131,"Miller County, MO",19015.193
cty29097,"Jasper County, MO",18951.021
cty29105,"Laclede County, MO",18676.113
cty29095,"Jackson County, MO",15307.653
cty29111,"Lewis County, MO",
cty29125,"Maries County, MO",
cty29133,"Mississippi County, MO",14357.902
cty29137,"Monroe County, MO",
cty29151,"Osage County, MO",
cty29153,"Ozark County, MO",
cty29155,"Pemiscot County, MO",16458.611
cty29171,"Putnam County, MO",
cty29173,"Ralls County, MO",
cty29179,"Reynolds County, MO",
cty29213,"Taney County, MO",23340.58
cty29209,"Stone County, MO",23133.105
cty29223,"Wayne County, MO",22403.613
cty29215,"Texas County, MO",21707.676
cty29207,"Stoddard County, MO",21614.002
cty30063,"Missoula County, MT",20914.494
cty29221,"Washington County, MO",20315.188
cty29225,"Webster County, MO",19885.844
cty29187,"St. Francois County, MO",19702.049
cty29195,"Saline County, MO",18864.506
cty29229,"Wright County, MO",18800.426
cty29189,"St. Louis County, MO",18334.277
cty29217,"Vernon County, MO",17778.793
cty29201,"Scott County, MO",16806.234
cty29181,"Ripley County, MO",15900.981
cty29185,"St. Clair County, MO",15139.032
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",
cty29205,"Shelby County, MO",
cty29211,"Sullivan County, MO",
cty30035,"Glacier County, MT",14882.066
cty30003,"Big Horn County, MT",13065.979
cty29510,"St. Louis city, MO",11548.825
cty30001,"Beaverhead County, MT",
cty30021,"Dawson County, MT",
cty30023,"Deer Lodge County, MT",
cty30043,"Jefferson County, MT",
cty30065,"Musselshell County, MT",
cty30067,"Park County, MT",27035.686
cty30077,"Powell County, MT",
cty30081,"Ravalli County, MT",26715.488
cty30083,"Richland County, MT",
cty30085,"Roosevelt County, MT",
cty30087,"Rosebud County, MT",
cty30089,"Sanders County, MT",
cty31041,"Custer County, NE",32896.305
cty31047,"Dawson County, NE",26281.756
cty31025,"Cass County, NE",25674.563
cty31019,"Buffalo County, NE",24198.094
cty30093,"Silver Bow County, MT",22692.209
cty30101,"Toole County, MT",
cty30105,"Valley County, MT",
cty31001,"Adams County, NE",25494.715
cty30111,"Yellowstone County, MT",24296.617
cty31003,"Antelope County, NE",
cty31011,"Boone County, NE",
cty31013,"Box Butte County, NE",
cty31021,"Burt County, NE",
cty31023,"Butler County, NE",
cty31027,"Cedar County, NE",
cty31031,"Cherry County, NE",
cty31033,"Cheyenne County, NE",
cty31035,"Clay County, NE",
cty31037,"Colfax County, NE",32946.66
cty31039,"Cuming County, NE",
cty31043,"Dakota County, NE",27528.996
cty31045,"Dawes County, NE",
cty31145,"Red Willow County, NE",33554.223
cty31131,"Otoe County, NE",29190.588
cty31119,"Madison County, NE",28774.076
cty31089,"Holt County, NE",28128.373
cty31111,"Lincoln County, NE",27847.299
cty31141,"Platte County, NE",27751.848
cty31053,"Dodge County, NE",23914.227
cty31079,"Hall County, NE",23680.543
cty31067,"Gage County, NE",20530.852
cty31055,"Douglas County, NE",19036.303
cty31081,"Hamilton County, NE",
cty31093,"Howard County, NE",
cty31095,"Jefferson County, NE",
cty31099,"Kearney County, NE",
cty31101,"Keith County, NE",
cty31107,"Knox County, NE",
cty31109,"Lancaster County, NE",21480.797
cty31121,"Merrick County, NE",
cty31127,"Nemaha County, NE",
cty31137,"Phelps County, NE",
cty31139,"Pierce County, NE",
cty31147,"Richardson County, NE",
cty32013,"Humboldt County, NV",37421.16
cty31151,"Saline County, NE",35028.996
cty31159,"Seward County, NE",34078.547
cty32001,"Churchill County, NV",33288.566
cty32007,"Elko County, NV",31017.564
cty31185,"York County, NE",30223.627
cty35015,"Eddy County, NM",29669.58
cty34019,"Hunterdon County, NJ",29028.115
cty34027,"Morris County, NJ",28818.982
cty35025,"Lea County, NM",28744.322
cty31177,"Washington County, NE",28592.066
cty34023,"Middlesex County, NJ",27369.133
cty31157,"Scotts Bluff County, NE",27318.32
cty34037,"Sussex County, NJ",27103.039
cty35051,"Sierra County, NM",26535.068
cty35037,"Quay County, NM",26371.494
cty34041,"Warren County, NJ",26207.141
cty35007,"Colfax County, NM",25627.484
cty35045,"San Juan County, NM",25322.943
cty36031,"Essex County, NY",25244.836
cty36039,"Greene County, NY",25174.721
cty31153,"Sarpy County, NE",25095.223
cty36037,"Genesee County, NY",24913.611
cty32510,"Carson City, NV",24670.844
cty35043,"Sandoval County, NM",24616.975
cty35029,"Luna County, NM",24573.289
cty35039,"Rio Arriba County, NM",24340.855
cty32031,"Washoe County, NV",23950.982
cty31155,"Saunders County, NE",23922.398
cty31161,"Sheridan County, NE",
cty31167,"Stanton County, NE",
cty31169,"Thayer County, NE",
cty31173,"Thurston County, NE",
cty31179,"Wayne County, NE",
cty34003,"Bergen County, NJ",29329.32
cty33015,"Rockingham County, NH",25640.266
cty33011,"Hillsborough County, NH",24775.576
cty34015,"Gloucester County, NJ",24730.467
cty34035,"Somerset County, NJ",24616.842
cty34005,"Burlington County, NJ",24449.131
cty32023,"Nye County, NV",24388.908
cty34017,"Hudson County, NJ",24199.336
cty34029,"Ocean County, NJ",24083.08
cty33003,"Carroll County, NH",23347.404
cty33009,"Grafton County, NH",23345.482
cty34025,"Monmouth County, NJ",23325.828
cty33017,"Strafford County, NH",23300.229
cty32019,"Lyon County, NV",23278.693
cty33013,"Merrimack County, NH",23238.41
cty34039,"Union County, NJ",22929.555
cty33007,"Coos County, NH",22724.865
cty35035,"Otero County, NM",22642.348
cty32003,"Clark County, NV",22558.168
cty36019,"Clinton County, NY",22431.877
cty33005,"Cheshire County, NH",22366.643
cty34031,"Passaic County, NJ",22290.557
cty36017,"Chenango County, NY",22225.455
cty35041,"Roosevelt County, NM",22194.934
cty36027,"Dutchess County, NY",22011.732
cty36001,"Albany County, NY",21906.68
cty36025,"Delaware County, NY",21862.016
cty34033,"Salem County, NJ",21837.957
cty34009,"Cape May County, NJ",21796.545
cty36009,"Cattaraugus County, NY",21795.533
cty36013,"Chautauqua County, NY",21773.752
cty35006,"Cibola County, NM",21763.881
cty35049,"Santa Fe County, NM",21573.537
cty36023,"Cortland County, NY",21458.426
cty36029,"Erie County, NY",21335.322
cty35017,"Grant County, NM",21213.037
cty36007,"Broome County, NY",20986.377
cty36003,"Allegany County, NY",20820.854
cty35001,"Bernalillo County, NM",20706.779
cty35061,"Valencia County, NM",20679.355
cty36005,"Bronx County, NY",20598.77
cty35009,"Curry County, NM",20597.557
cty35013,"Do±íáüna County, NM",20172.445
cty35005,"Chaves County, NM",19735.008
cty35023,"Hidalgo County, NM",
cty36033,"Franklin County, NY",20940.408
cty35047,"San Miguel County, NM",19868.979
cty35053,"Socorro County, NM",19403.813
cty36035,"Fulton County, NY",19321.123
cty35055,"Taos County, NM",19071.85
cty32005,"Douglas County, NV",18830.488
cty32033,"White Pine County, NV",
cty33001,"Belknap County, NH",19997
cty34013,"Essex County, NJ",19545.768
cty34007,"Camden County, NJ",19324.588
cty34021,"Mercer County, NJ",18933.541
cty34011,"Cumberland County, NJ",18838.133
cty34001,"Atlantic County, NJ",18705.291
cty35027,"Lincoln County, NM",18563.074
cty35028,"Los Alamos County, NM",
cty36015,"Chemung County, NY",18080.438
cty35031,"McKinley County, NM",16427.549
cty35057,"Torrance County, NM",
cty35059,"Union County, NM",
cty36049,"Lewis County, NY",30120.158
cty39107,"Mercer County, OH",29661.828
cty39137,"Putnam County, OH",29050.482
cty40009,"Beckham County, OK",28058.826
cty36079,"Putnam County, NY",27590.967
cty39111,"Monroe County, OH",26802.553
cty39175,"Wyandot County, OH",25835.969
cty36059,"Nassau County, NY",25491.846
cty36095,"Schoharie County, NY",25318.951
cty36099,"Seneca County, NY",24718.393
cty36119,"Westchester County, NY",24578.375
cty36077,"Otsego County, NY",24454.463
cty36085,"Richmond County, NY",24163.996
cty40017,"Canadian County, OK",24138.424
cty36083,"Rensselaer County, NY",24085.197
cty39173,"Wood County, OH",23855.686
cty36103,"Suffolk County, NY",23683.504
cty39135,"Preble County, OH",23672.969
cty36091,"Saratoga County, NY",23366.043
cty36081,"Queens County, NY",23342.477
cty36105,"Sullivan County, NY",23247.502
cty36117,"Wayne County, NY",23096.598
cty39121,"Noble County, OH",23083.297
cty39123,"Ottawa County, OH",22893.9
cty36053,"Madison County, NY",22831.766
cty36057,"Montgomery County, NY",22660.607
cty36111,"Ulster County, NY",22615.434
cty36061,"New York County, NY",22609.59
cty39159,"Union County, OH",22558.137
cty36121,"Wyoming County, NY",22529.477
cty36087,"Rockland County, NY",22525.869
cty39165,"Warren County, OH",22523.068
cty39167,"Washington County, OH",22483.004
cty39105,"Meigs County, OH",22472.949
cty36089,"St. Lawrence County, NY",22399.895
cty39161,"Van Wert County, OH",22339.201
cty39169,"Wayne County, OH",22016.73
cty36075,"Oswego County, NY",21899.666
cty39133,"Portage County, OH",21887.129
cty36073,"Orleans County, NY",21813.672
cty39125,"Paulding County, OH",21776.639
cty36069,"Ontario County, NY",21718.229
cty39143,"Sandusky County, OH",21688.729
cty36063,"Niagara County, NY",21625.797
cty36097,"Schuyler County, NY",21612.795
cty36065,"Oneida County, NY",21546.414
cty39149,"Shelby County, OH",21354.244
cty40027,"Cleveland County, OK",21341.629
cty39163,"Vinton County, OH",21326.211
cty40019,"Carter County, OK",21298.99
cty40001,"Adair County, OK",21280.541
cty36107,"Tioga County, NY",21242.838
cty39117,"Morrow County, OH",21136.803
cty36043,"Herkimer County, NY",21113.41
cty36051,"Livingston County, NY",21059.387
cty36101,"Steuben County, NY",21051.105
cty36047,"Kings County, NY",20921.152
cty36109,"Tompkins County, NY",20848.428
cty36071,"Orange County, NY",20591.492
cty39109,"Miami County, OH",20561.73
cty40005,"Atoka County, OK",20482.895
cty36113,"Warren County, NY",20430.908
cty36093,"Schenectady County, NY",20290.195
cty39157,"Tuscarawas County, OH",20271.951
cty36045,"Jefferson County, NY",20222.92
cty39127,"Perry County, OH",20091.346
cty39147,"Seneca County, OH",20081.555
cty40031,"Comanche County, OK",19630.846
cty37003,"Alexander County, NC",19477.402
cty36115,"Washington County, NY",19235.01
cty36123,"Yates County, NY",19188.898
cty40023,"Choctaw County, OK",18794.787
cty39115,"Morgan County, OH",18540.717
cty40013,"Bryan County, OK",18425.131
cty36067,"Onondaga County, NY",18375.471
cty40035,"Craig County, OK",18149.715
cty36055,"Monroe County, NY",18137.344
cty39171,"Williams County, OH",18042.055
cty39155,"Trumbull County, OH",17727.893
cty39139,"Richland County, OH",17383.725
cty37017,"Bladen County, NC",17047.729
cty40015,"Caddo County, OK",16701.416
cty39151,"Stark County, OH",16656.277
cty39131,"Pike County, OH",16624.766
cty39153,"Summit County, OH",16230.755
cty39119,"Muskingum County, OH",15854.357
cty39145,"Scioto County, OH",15523.098
cty39141,"Ross County, OH",15381.972
cty37019,"Brunswick County, NC",15004.888
cty37007,"Anson County, NC",14883.911
cty40021,"Cherokee County, OK",14882.079
cty39113,"Montgomery County, OH",14761.721
cty37001,"Alamance County, NC",14574.913
cty37005,"Alleghany County, NC",
cty39129,"Pickaway County, OH",13863.993
cty37015,"Bertie County, NC",12085.482
cty37009,"Ashe County, NC",11010.025
cty37011,"Avery County, NC",
cty37099,"Jackson County, NC",27195.783
cty37053,"Currituck County, NC",21165.896
cty37055,"Dare County, NC",21047.119
cty37123,"Montgomery County, NC",20271.496
cty37101,"Johnston County, NC",19843.461
cty37059,"Davie County, NC",19076.617
cty37037,"Chatham County, NC",18471.846
cty37069,"Franklin County, NC",18456.654
cty37089,"Henderson County, NC",18401.803
cty37113,"Macon County, NC",17960.971
cty37031,"Carteret County, NC",17483.646
cty37039,"Cherokee County, NC",17208.846
cty37025,"Cabarrus County, NC",17198.082
cty37033,"Caswell County, NC",17054.391
cty37013,"Beaufort County, NC",16634.063
cty37061,"Duplin County, NC",16526.453
cty37087,"Haywood County, NC",16511.391
cty37021,"Buncombe County, NC",16462.055
cty37051,"Cumberland County, NC",16315.038
cty37091,"Hertford County, NC",16255.999
cty37121,"Mitchell County, NC",16164.158
cty37047,"Columbus County, NC",16116.66
cty37049,"Craven County, NC",16078.969
cty37105,"Lee County, NC",15481.705
cty37127,"Nash County, NC",15342.887
cty37125,"Moore County, NC",14814.879
cty37083,"Halifax County, NC",14432.248
cty37057,"Davidson County, NC",14229.47
cty37115,"Madison County, NC",14166.602
cty37023,"Burke County, NC",13739.246
cty37117,"Martin County, NC",13739.112
cty37097,"Iredell County, NC",13637.417
cty37027,"Caldwell County, NC",13365.172
cty37029,"Camden County, NC",
cty37119,"Mecklenburg County, NC",13546.354
cty37067,"Forsyth County, NC",13312.785
cty37041,"Chowan County, NC",13013.768
cty37035,"Catawba County, NC",12952.4
cty37043,"Clay County, NC",
cty37081,"Guilford County, NC",13465.258
cty37085,"Harnett County, NC",13287.249
cty37109,"Lincoln County, NC",13086.768
cty37065,"Edgecombe County, NC",12983.096
cty37071,"Gaston County, NC",12611.51
cty37111,"McDowell County, NC",12060.037
cty37063,"Durham County, NC",12047.615
cty37107,"Lenoir County, NC",11890.645
cty37077,"Granville County, NC",11824.255
cty37045,"Cleveland County, NC",11172.82
cty37093,"Hoke County, NC",10791.252
cty37079,"Greene County, NC",8229.9238
cty37103,"Jones County, NC",
cty38105,"Williams County, ND",41499.906
cty38089,"Stark County, ND",33583.203
cty38077,"Richland County, ND",31787.686
cty38059,"Morton County, ND",31686.072
cty38015,"Burleigh County, ND",29711.064
cty38101,"Ward County, ND",29078.867
cty38093,"Stutsman County, ND",28521.131
cty38017,"Cass County, ND",26002.352
cty38035,"Grand Forks County, ND",25833.004
cty37135,"Orange County, NC",19583.967
cty37197,"Yadkin County, NC",19483.408
cty37149,"Polk County, NC",19410.555
cty37133,"Onslow County, NC",18873.537
cty39001,"Adams County, OH",18625.523
cty37187,"Washington County, NC",18296.408
cty37179,"Union County, NC",17737.43
cty37143,"Perquimans County, NC",17662.762
cty37163,"Sampson County, NC",17610.939
cty37171,"Surry County, NC",17469.727
cty37199,"Yancey County, NC",16782.336
cty37183,"Wake County, NC",16778.738
cty37131,"Northampton County, NC",16711.049
cty37191,"Wayne County, NC",16701.297
cty37141,"Pender County, NC",16670.637
cty37189,"Watauga County, NC",16007.199
cty37193,"Wilkes County, NC",15172.054
cty38079,"Rolette County, ND",14945.709
cty37153,"Richmond County, NC",14944.22
cty37157,"Rockingham County, NC",14881.359
cty37169,"Stokes County, NC",14175.221
cty37175,"Transylvania County, NC",14108.813
cty37167,"Stanly County, NC",13435.636
cty37129,"New Hanover County, NC",13082.153
cty37137,"Pamlico County, NC",
cty37151,"Randolph County, NC",15747.375
cty37139,"Pasquotank County, NC",15160.2
cty37145,"Person County, NC",14882.317
cty37195,"Wilson County, NC",13991.085
cty37185,"Warren County, NC",13717.08
cty37159,"Rowan County, NC",11860.022
cty37147,"Pitt County, NC",11765.572
cty37155,"Robeson County, NC",10846.424
cty37161,"Rutherford County, NC",10023.183
cty37165,"Scotland County, NC",7628.6382
cty37173,"Swain County, NC",
cty37181,"Vance County, NC",9898.5293
cty38003,"Barnes County, ND",
cty38009,"Bottineau County, ND",
cty38071,"Ramsey County, ND",
cty38097,"Traill County, ND",
cty38099,"Walsh County, ND",
cty39075,"Holmes County, OH",27585.922
cty39051,"Fulton County, OH",27185.338
cty39069,"Henry County, OH",25046.9
cty39011,"Auglaize County, OH",24687.602
cty39103,"Medina County, OH",24632.432
cty39067,"Harrison County, OH",24444.305
cty39037,"Darke County, OH",24187.844
cty39055,"Geauga County, OH",24122.676
cty39065,"Hardin County, OH",23778.623
cty39019,"Carroll County, OH",23486.521
cty39013,"Belmont County, OH",23062.641
cty39039,"Defiance County, OH",22969.398
cty39077,"Huron County, OH",22466.428
cty39085,"Lake County, OH",21621.15
cty39005,"Ashland County, OH",21613.619
cty39041,"Delaware County, OH",21395.408
cty39063,"Hancock County, OH",21252.572
cty39083,"Knox County, OH",20837.678
cty39081,"Jefferson County, OH",20511.365
cty39079,"Jackson County, OH",20398.744
cty39097,"Madison County, OH",20234.775
cty39071,"Highland County, OH",20055.32
cty39029,"Columbiana County, OH",19674.352
cty39089,"Licking County, OH",19621.498
cty39007,"Ashtabula County, OH",19467.574
cty39093,"Lorain County, OH",19394.348
cty39087,"Lawrence County, OH",19294.541
cty39021,"Champaign County, OH",19285.658
cty39059,"Guernsey County, OH",19096.988
cty39025,"Clermont County, OH",18887.955
cty39057,"Greene County, OH",18817.703
cty39027,"Clinton County, OH",18744.807
cty39015,"Brown County, OH",18450.906
cty39043,"Erie County, OH",18220.324
cty39033,"Crawford County, OH",18000.051
cty39073,"Hocking County, OH",17624.551
cty39003,"Allen County, OH",17603.045
cty39047,"Fayette County, OH",17521.623
cty39045,"Fairfield County, OH",17500.227
cty39053,"Gallia County, OH",17489.424
cty39099,"Mahoning County, OH",17362.816
cty39101,"Marion County, OH",17261.682
cty39091,"Logan County, OH",17068.27
cty39095,"Lucas County, OH",16599.826
cty39035,"Cuyahoga County, OH",16167.06
cty39017,"Butler County, OH",15805.56
cty39009,"Athens County, OH",15710.627
cty39023,"Clark County, OH",14508.174
cty39031,"Coshocton County, OH",14460.591
cty39061,"Hamilton County, OH",14267.799
cty39049,"Franklin County, OH",14139.178
cty40011,"Blaine County, OK",
cty40029,"Coal County, OK",
cty40033,"Cotton County, OK",
cty40073,"Kingfisher County, OK",32457.68
cty40049,"Garvin County, OK",30868.326
cty40039,"Custer County, OK",30439.908
cty40137,"Stephens County, OK",29626.547
cty40079,"Le Flore County, OK",26348.396
cty40127,"Pushmataha County, OK",26278.154
cty40087,"McClain County, OK",24656.682
cty40119,"Payne County, OK",24621.477
cty40051,"Grady County, OK",24548.328
cty40135,"Sequoyah County, OK",24304.221
cty40063,"Hughes County, OK",23992.633
cty40115,"Ottawa County, OK",23631.828
cty40037,"Creek County, OK",23344.02
cty40083,"Logan County, OK",22912.813
cty40123,"Pontotoc County, OK",22681.795
cty40047,"Garfield County, OK",22437.211
cty40081,"Lincoln County, OK",21459.305
cty40097,"Mayes County, OK",21141.891
cty40099,"Murray County, OK",20695.98
cty40071,"Kay County, OK",19648.426
cty40041,"Delaware County, OK",16139.477
cty40055,"Greer County, OK",
cty40061,"Haskell County, OK",
cty40065,"Jackson County, OK",22151.385
cty40067,"Jefferson County, OK",
cty40069,"Johnston County, OK",
cty40075,"Kiowa County, OK",
cty40077,"Latimer County, OK",
cty40085,"Love County, OK",
cty40139,"Texas County, OK",30492.533
cty40117,"Pawnee County, OK",26949.723
cty40131,"Rogers County, OK",25663.346
cty40121,"Pittsburg County, OK",24387.545
cty40113,"Osage County, OK",22672.375
cty40145,"Wagoner County, OK",22554.486
cty40133,"Seminole County, OK",21127.785
cty40125,"Pottawatomie County, OK",20881.4
cty40111,"Okmulgee County, OK",20412.77
cty40089,"McCurtain County, OK",19574.586
cty40101,"Muskogee County, OK",18146.922
cty40091,"McIntosh County, OK",17568.443
cty40093,"Major County, OK",
cty40095,"Marshall County, OK",
cty40103,"Noble County, OK",
cty40105,"Nowata County, OK",
cty40107,"Okfuskee County, OK",
cty40147,"Washington County, OK",20195.551
cty40109,"Oklahoma County, OK",18404.57
cty40141,"Tillman County, OK",
cty40143,"Tulsa County, OK",20004.064
cty40149,"Washita County, OK",
cty40151,"Woods County, OK",
cty40153,"Woodward County, OK",31179.66
cty41061,"Union County, OR",28936.096
cty41065,"Wasco County, OR",27253.842
cty42001,"Adams County, PA",27190.365
cty42031,"Clarion County, PA",26936.135
cty41015,"Curry County, OR",26884.025
cty41013,"Crook County, OR",26672.588
cty42017,"Bucks County, PA",26174.045
cty42005,"Armstrong County, PA",25857.639
cty41001,"Baker County, OR",24606.418
cty41027,"Hood River County, OR",24574.846
cty42029,"Chester County, PA",24414.203
cty42025,"Carbon County, PA",24385.424
cty42019,"Butler County, PA",24021.271
cty41067,"Washington County, OR",23904.943
cty41059,"Umatilla County, OR",23807.42
cty41005,"Clackamas County, OR",23593.311
cty41057,"Tillamook County, OR",23491.881
cty41009,"Columbia County, OR",23450.162
cty41017,"Deschutes County, OR",23343.975
cty42009,"Bedford County, PA",23265.875
cty41033,"Josephine County, OR",23146.025
cty42021,"Cambria County, PA",23129.889
cty42027,"Centre County, PA",23006.834
cty41053,"Polk County, OR",22779.041
cty42011,"Berks County, PA",22723.178
cty41045,"Malheur County, OR",22718.195
cty42007,"Beaver County, PA",22678.18
cty41029,"Jackson County, OR",22632.527
cty41011,"Coos County, OR",22598.205
cty41041,"Lincoln County, OR",22391.334
cty41035,"Klamath County, OR",22295.643
cty41019,"Douglas County, OR",21625.514
cty41039,"Lane County, OR",21346.67
cty41047,"Marion County, OR",20726.896
cty41003,"Benton County, OR",20573.217
cty41007,"Clatsop County, OR",20374.559
cty41023,"Grant County, OR",
cty41025,"Harney County, OR",
cty41071,"Yamhill County, OR",20889.975
cty41031,"Jefferson County, OR",20386.1
cty41037,"Lake County, OR",
cty41043,"Linn County, OR",19821.172
cty41049,"Morrow County, OR",
cty41051,"Multnomah County, OR",19917.82
cty41063,"Wallowa County, OR",
cty42015,"Bradford County, PA",22070.334
cty42003,"Allegheny County, PA",19676.342
cty42013,"Blair County, PA",18097.223
cty42023,"Cameron County, PA",
cty46005,"Beadle County, SD",26806.549
cty44009,"Washington County, RI",24303.504
cty44007,"Providence County, RI",22479.568
cty44005,"Newport County, RI",22468.621
cty45015,"Berkeley County, SC",21122.713
cty45035,"Dorchester County, SC",19157.25
cty45071,"Newberry County, SC",18050.506
cty45063,"Lexington County, SC",17799.066
cty45013,"Beaufort County, SC",17208.305
cty45081,"Saluda County, SC",17089.441
cty45055,"Kershaw County, SC",17082.01
cty45023,"Chester County, SC",17007.566
cty45017,"Calhoun County, SC",16280.29
cty45025,"Chesterfield County, SC",16116.797
cty45051,"Horry County, SC",16106.507
cty45003,"Aiken County, SC",16103.646
cty45001,"Abbeville County, SC",15777.05
cty45077,"Pickens County, SC",15214.031
cty45089,"Williamsburg County, SC",14986.469
cty45021,"Cherokee County, SC",14913.35
cty45009,"Bamberg County, SC",14664.022
cty45083,"Spartanburg County, SC",14662.416
cty45011,"Barnwell County, SC",14619.385
cty45027,"Clarendon County, SC",14547.695
cty45045,"Greenville County, SC",14375.937
cty45041,"Florence County, SC",14349.141
cty45019,"Charleston County, SC",14297.12
cty45087,"Union County, SC",14165.615
cty45029,"Colleton County, SC",14004.231
cty45091,"York County, SC",13946.816
cty45043,"Georgetown County, SC",13881.844
cty45085,"Sumter County, SC",13844.381
cty45079,"Richland County, SC",13559.992
cty45031,"Darlington County, SC",13523.747
cty45059,"Laurens County, SC",13494.029
cty45039,"Fairfield County, SC",13423.578
cty45037,"Edgefield County, SC",13107.257
cty45075,"Orangeburg County, SC",13050.562
cty45073,"Oconee County, SC",12987.72
cty45005,"Allendale County, SC",12845.956
cty45053,"Jasper County, SC",12521.661
cty45047,"Greenwood County, SC",12240.641
cty45057,"Lancaster County, SC",11953.187
cty45067,"Marion County, SC",11562.563
cty45007,"Anderson County, SC",11313.57
cty45069,"Marlboro County, SC",10790.393
cty45061,"Lee County, SC",10371.347
cty45049,"Hampton County, SC",9802.6738
cty45033,"Dillon County, SC",8847.6816
cty45065,"McCormick County, SC",
cty46009,"Bon Homme County, SD",
cty46013,"Brown County, SD",30476.428
cty46011,"Brookings County, SD",29357.494
cty46019,"Butte County, SD",28625.488
cty46023,"Charles Mix County, SD",
cty46027,"Clay County, SD",
cty46035,"Davison County, SD",26293.354
cty46029,"Codington County, SD",22913.145
cty46033,"Custer County, SD",
cty46037,"Day County, SD",
cty46047,"Fall River County, SD",
cty46051,"Grant County, SD",
cty46135,"Yankton County, SD",33498.637
cty46083,"Lincoln County, SD",29788.164
cty46093,"Meade County, SD",27136.332
cty46081,"Lawrence County, SD",27094.447
cty46065,"Hughes County, SD",24460.516
cty46067,"Hutchinson County, SD",
cty46079,"Lake County, SD",
cty46099,"Minnehaha County, SD",26738.377
cty46101,"Moody County, SD",
cty46103,"Pennington County, SD",23926.23
cty46109,"Roberts County, SD",
cty46113,,
cty46115,"Spink County, SD",
cty46121,"Todd County, SD",
cty46123,"Tripp County, SD",
cty46125,"Turner County, SD",
cty46127,"Union County, SD",
cty46129,"Walworth County, SD",
cty47041,"DeKalb County, TN",19841.66
cty47021,"Cheatham County, TN",19648.896
cty47035,"Cumberland County, TN",19435.4
cty47043,"Dickson County, TN",19216.982
cty47001,"Anderson County, TN",18808.461
cty47005,"Benton County, TN",17651.52
cty47033,"Crockett County, TN",17280.605
cty47003,"Bedford County, TN",17211.379
cty47031,"Coffee County, TN",17154.768
cty47009,"Blount County, TN",16871.324
cty47019,"Carter County, TN",16853.18
cty47011,"Bradley County, TN",16539.174
cty47015,"Cannon County, TN",15570.763
cty47029,"Cocke County, TN",15355.637
cty47013,"Campbell County, TN",14730.547
cty47037,"Davidson County, TN",13902.426
cty47025,"Claiborne County, TN",13206.645
cty47017,"Carroll County, TN",12889.162
cty47023,"Chester County, TN",12486.701
cty47007,"Bledsoe County, TN",12423.127
cty47027,"Clay County, TN",
cty47039,"Decatur County, TN",
cty47105,"Loudon County, TN",21062.182
cty47131,"Obion County, TN",20342.729
cty47051,"Franklin County, TN",20190.377
cty47071,"Hardin County, TN",20139.311
cty47103,"Lincoln County, TN",19962.074
cty47109,"McNairy County, TN",19622.963
cty47077,"Henderson County, TN",18993.604
cty47081,"Hickman County, TN",18892.479
cty47073,"Hawkins County, TN",18665.617
cty47147,"Robertson County, TN",18657.193
cty47117,"Marshall County, TN",18645.08
cty47055,"Giles County, TN",18275.047
cty47061,"Grundy County, TN",18201.6
cty47101,"Lewis County, TN",18015.705
cty47123,"Monroe County, TN",17916.088
cty47145,"Roane County, TN",17761.596
cty47125,"Montgomery County, TN",17667.715
cty47115,"Marion County, TN",17189.295
cty47141,"Putnam County, TN",17143.775
cty47053,"Gibson County, TN",17141.332
cty47107,"McMinn County, TN",16842.445
cty47079,"Henry County, TN",16743.072
cty47089,"Jefferson County, TN",16634.361
cty47059,"Greene County, TN",16396.521
cty47139,"Polk County, TN",16396.273
cty47111,"Macon County, TN",16271.32
cty47099,"Lawrence County, TN",16174.64
cty47143,"Rhea County, TN",15686.901
cty47057,"Grainger County, TN",15576.304
cty47045,"Dyer County, TN",15557.922
cty47065,"Hamilton County, TN",15469.983
cty47087,"Jackson County, TN",15433.188
cty47047,"Fayette County, TN",15279.582
cty47093,"Knox County, TN",15189.327
cty47085,"Humphreys County, TN",14834.603
cty47069,"Hardeman County, TN",14733.704
cty47063,"Hamblen County, TN",14624.358
cty47049,"Fentress County, TN",13614.283
cty47067,"Hancock County, TN",
cty47129,"Morgan County, TN",14988.847
cty47119,"Maury County, TN",14066.097
cty47121,"Meigs County, TN",12596.003
cty47075,"Haywood County, TN",12301.146
cty47083,"Houston County, TN",
cty47133,"Overton County, TN",11904.097
cty47091,"Johnson County, TN",6835.6055
cty47095,"Lake County, TN",
cty47113,"Madison County, TN",12101.419
cty47097,"Lauderdale County, TN",11741.751
cty47127,"Moore County, TN",
cty47135,"Perry County, TN",
cty48047,"Brooks County, TX",33708.906
cty48003,"Andrews County, TX",33402.242
cty48061,"Cameron County, TX",28654.658
