cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p100
cty19047,"Crawford County, IA",44770.875
cty19091,"Humboldt County, IA",44693.172
cty19037,"Chickasaw County, IA",44557.547
cty19085,"Harrison County, IA",44206.93
cty19097,"Jackson County, IA",44188.625
cty19099,"Jasper County, IA",44001.246
cty19011,"Benton County, IA",43977.59
cty19063,"Emmet County, IA",43618.391
cty19065,"Fayette County, IA",43444.699
cty19057,"Des Moines County, IA",43404.258
cty19061,"Dubuque County, IA",43286.496
cty19073,"Greene County, IA",43152.063
cty19031,"Cedar County, IA",42889.855
cty19015,"Boone County, IA",42784.723
cty19075,"Grundy County, IA",42163.141
cty19081,"Hancock County, IA",41872.309
cty19079,"Hamilton County, IA",41693.434
cty19049,"Dallas County, IA",41686.602
cty19087,"Henry County, IA",41662.801
cty19013,"Black Hawk County, IA",41547.391
cty19043,"Clayton County, IA",41405.316
cty19083,"Hardin County, IA",41010.047
cty19059,"Dickinson County, IA",40630.688
cty19029,"Cass County, IA",40573.887
cty19045,"Clinton County, IA",40443.266
cty19033,"Cerro Gordo County, IA",40317.336
cty19041,"Clay County, IA",39502.199
cty19035,"Cherokee County, IA",39159.395
cty19039,"Clarke County, IA",
cty19051,"Davis County, IA",
cty19053,"Decatur County, IA",
cty19071,"Fremont County, IA",
cty19089,"Howard County, IA",
cty19093,"Ida County, IA",
cty19109,"Kossuth County, IA",39743.871
cty19101,"Jefferson County, IA",36365.453
cty19103,"Johnson County, IA",36014.461
cty19107,"Keokuk County, IA",
cty19189,"Winnebago County, IA",48057.426
cty19175,"Union County, IA",47941.906
cty19121,"Madison County, IA",47374.285
cty19165,"Shelby County, IA",45563.746
cty19145,"Page County, IA",45457.41
cty19179,"Wapello County, IA",45437.695
cty19167,"Sioux County, IA",45372.223
cty19119,"Lyon County, IA",45209.676
cty19115,"Louisa County, IA",45171.242
cty19197,"Wright County, IA",44612.922
cty19171,"Tama County, IA",44603.75
cty19161,"Sac County, IA",44549.773
cty19131,"Mitchell County, IA",43878.145
cty19125,"Marion County, IA",43833.867
cty19141,"O'Brien County, IA",43673.52
cty20005,"Atchison County, KS",42649.172
cty19127,"Marshall County, IA",42497.895
cty19183,"Washington County, IA",42229.336
cty20001,"Allen County, KS",42194.793
cty19149,"Plymouth County, IA",42129.371
cty19111,"Lee County, IA",41972.434
cty19113,"Linn County, IA",41815.289
cty19117,"Lucas County, IA",
cty19163,"Scott County, IA",41786.09
cty19139,"Muscatine County, IA",41573.445
cty19137,"Montgomery County, IA",41092.82
cty19123,"Mahaska County, IA",40917.555
cty19129,"Mills County, IA",40900.477
cty19133,"Monona County, IA",
cty19135,"Monroe County, IA",
cty19143,"Osceola County, IA",
cty19147,"Palo Alto County, IA",
cty19151,"Pocahontas County, IA",
cty19181,"Warren County, IA",44328.617
cty19153,"Polk County, IA",41685.297
cty20009,"Barton County, KS",41498.867
cty19169,"Story County, IA",40582.25
cty19157,"Poweshiek County, IA",40400.828
cty19155,"Pottawattamie County, IA",39627.465
cty19159,"Ringgold County, IA",
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty19185,"Wayne County, IA",
cty19191,"Winneshiek County, IA",41345.945
cty19187,"Webster County, IA",40463.48
cty19193,"Woodbury County, IA",39034.188
cty19195,"Worth County, IA",
cty20003,"Anderson County, KS",
cty20007,"Barber County, KS",
cty20011,"Bourbon County, KS",37952.043
cty20013,"Brown County, KS",
cty20131,"Nemaha County, KS",49172.105
cty20117,"Marshall County, KS",47255.938
cty20015,"Butler County, KS",40965.359
cty20021,"Cherokee County, KS",38350.25
cty20027,"Clay County, KS",
cty20029,"Cloud County, KS",46678.586
cty20115,"Marion County, KS",45815.332
cty20067,"Grant County, KS",44844.172
cty20139,"Osage County, KS",44406.73
cty20041,"Dickinson County, KS",43909.395
cty20113,"McPherson County, KS",43556.422
cty20059,"Franklin County, KS",42706.441
cty20149,"Pottawatomie County, KS",42652.656
cty20051,"Ellis County, KS",42641.719
cty20159,"Rice County, KS",42637.313
cty20085,"Jackson County, KS",41875.941
cty20103,"Leavenworth County, KS",41608.496
cty20121,"Miami County, KS",41411.254
cty20133,"Neosho County, KS",40615.656
cty20055,"Finney County, KS",40424.656
cty20155,"Reno County, KS",40293.285
cty20091,"Johnson County, KS",40100.039
cty20035,"Cowley County, KS",39968.512
cty20151,"Pratt County, KS",39778.387
cty20061,"Geary County, KS",39770.484
cty20057,"Ford County, KS",39210.875
cty20031,"Coffey County, KS",39055.973
cty20037,"Crawford County, KS",38778.285
cty20043,"Doniphan County, KS",
cty20099,"Labette County, KS",38968.883
cty20045,"Douglas County, KS",36398.098
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20087,"Jefferson County, KS",39356.324
cty20079,"Harvey County, KS",38910.434
cty20095,"Kingman County, KS",
cty20107,"Linn County, KS",
cty20169,"Saline County, KS",38543.961
cty20125,"Montgomery County, KS",38236.25
cty20111,"Lyon County, KS",38126.598
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20137,"Norton County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20157,"Republic County, KS",
cty20161,"Riley County, KS",38931.785
cty20163,"Rooks County, KS",
cty20167,"Russell County, KS",
cty20171,"Scott County, KS",
cty20191,"Sumner County, KS",46454.574
cty20175,"Seward County, KS",43789.289
cty20177,"Shawnee County, KS",39227.176
cty20173,"Sedgwick County, KS",38999.891
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty21037,"Campbell County, KY",44871.836
cty21059,"Daviess County, KY",41076.145
cty21015,"Boone County, KY",40948.906
cty21013,"Bell County, KY",38481.277
cty21009,"Barren County, KY",38330.691
cty20193,"Thomas County, KS",37197.465
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty20205,"Wilson County, KS",
cty21049,"Clark County, KY",38654.375
cty20209,"Wyandotte County, KS",38415.707
cty21001,"Adair County, KY",
cty21005,"Anderson County, KY",36537.203
cty21003,"Allen County, KY",36241.82
cty21007,"Ballard County, KY",
cty21011,"Bath County, KY",
cty21027,"Breckinridge County, KY",41129.035
cty21047,"Christian County, KY",38890.449
cty21071,"Floyd County, KY",38435.098
cty21073,"Franklin County, KY",38172.25
cty21029,"Bullitt County, KY",38142.832
cty21043,"Carter County, KY",36632.75
cty21019,"Boyd County, KY",33952.379
cty21021,"Boyle County, KY",33558.871
cty21017,"Bourbon County, KY",32485.533
cty21023,"Bracken County, KY",
cty21025,"Breathitt County, KY",
cty21031,"Butler County, KY",
cty21033,"Caldwell County, KY",
cty21035,"Calloway County, KY",32603.848
cty21041,"Carroll County, KY",
cty21045,"Casey County, KY",
cty21051,"Clay County, KY",
cty21053,"Clinton County, KY",
cty21055,"Crittenden County, KY",
cty21057,"Cumberland County, KY",
cty21061,"Edmonson County, KY",
cty21063,"Elliott County, KY",
cty21065,"Estill County, KY",
cty21067,"Fayette County, KY",36759.883
cty21069,"Fleming County, KY",
cty21075,"Fulton County, KY",
cty21077,"Gallatin County, KY",
cty21141,"Logan County, KY",43149.16
cty21103,"Henry County, KY",42746.066
cty21183,"Ohio County, KY",42422.074
cty21179,"Nelson County, KY",42218.543
cty21177,"Muhlenberg County, KY",42054.043
cty21117,"Kenton County, KY",41948.656
cty21085,"Grayson County, KY",41350.672
cty21097,"Harrison County, KY",41060.207
cty21083,"Graves County, KY",40660.313
cty21145,"McCracken County, KY",40541.535
cty21107,"Hopkins County, KY",40281.605
cty21173,"Montgomery County, KY",39679.547
cty21123,"Larue County, KY",39310.297
cty21163,"Meade County, KY",38926.734
cty21093,"Hardin County, KY",38456.199
cty21101,"Henderson County, KY",38145.441
cty21161,"Mason County, KY",38024.762
cty21111,"Jefferson County, KY",37791.762
cty21167,"Mercer County, KY",36399.832
cty21081,"Grant County, KY",36394.836
cty21151,"Madison County, KY",36353.199
cty21155,"Marion County, KY",36342.305
cty21125,"Laurel County, KY",35904.91
cty21079,"Garrard County, KY",35229.727
cty21087,"Green County, KY",
cty21137,"Lincoln County, KY",35604.668
cty21157,"Marshall County, KY",35366.715
cty21089,"Greenup County, KY",34336.926
cty21091,"Hancock County, KY",
cty21095,"Harlan County, KY",
cty21099,"Hart County, KY",
cty21109,"Jackson County, KY",
cty21113,"Jessamine County, KY",35020.063
cty21115,"Johnson County, KY",
cty21119,"Knott County, KY",
cty21121,"Knox County, KY",34141.484
cty21127,"Lawrence County, KY",
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21133,"Letcher County, KY",
cty21135,"Lewis County, KY",
cty21139,"Livingston County, KY",
cty21143,"Lyon County, KY",
cty21147,"McCreary County, KY",
cty21149,"McLean County, KY",
cty21153,"Magoffin County, KY",
cty21159,"Martin County, KY",
cty21169,"Metcalfe County, KY",
cty21171,"Monroe County, KY",
cty21175,"Morgan County, KY",
cty21181,"Nicholas County, KY",
cty21185,"Oldham County, KY",40381.074
cty21187,"Owen County, KY",
cty22007,"Assumption Parish, LA",47799.543
cty22049,"Jackson Parish, LA",47668.609
cty22003,"Allen Parish, LA",45753.395
cty22005,"Ascension Parish, LA",44582.57
cty22009,"Avoyelles Parish, LA",44224.355
cty22047,"Iberville Parish, LA",44197.984
cty22045,"Iberia Parish, LA",43977.465
cty22001,"Acadia Parish, LA",43851.277
cty22029,"Concordia Parish, LA",43797.332
cty22037,"East Feliciana Parish, LA",42898.156
cty21225,"Union County, KY",42229.84
cty21217,"Taylor County, KY",41617.363
cty22039,"Evangeline Parish, LA",41490.398
cty21191,"Pendleton County, KY",41066.906
cty22041,"Franklin Parish, LA",40486.668
cty21213,"Simpson County, KY",39927.609
cty22033,"East Baton Rouge Parish, LA",39804.309
cty22019,"Calcasieu Parish, LA",39727.602
cty22015,"Bossier Parish, LA",39633.711
cty22031,"De Soto Parish, LA",39619.77
cty21199,"Pulaski County, KY",38617.301
cty22011,"Beauregard Parish, LA",38048.961
cty22017,"Caddo Parish, LA",37909.473
cty21239,"Woodford County, KY",37798.336
cty21211,"Shelby County, KY",37235.738
cty21227,"Warren County, KY",37131.824
cty21235,"Whitley County, KY",36669.867
cty21195,"Pike County, KY",35550.551
cty21209,"Scott County, KY",34086.203
cty21193,"Perry County, KY",30244.678
cty21197,"Powell County, KY",
cty21203,"Rockcastle County, KY",
cty21205,"Rowan County, KY",35430.332
cty21207,"Russell County, KY",
cty21215,"Spencer County, KY",35189.461
cty21219,"Todd County, KY",
cty21221,"Trigg County, KY",
cty21223,"Trimble County, KY",
cty21229,"Washington County, KY",
cty21231,"Wayne County, KY",
cty21233,"Webster County, KY",
cty21237,"Wolfe County, KY",
cty22013,"Bienville Parish, LA",
cty22021,"Caldwell Parish, LA",
cty22023,"Cameron Parish, LA",
cty22025,"Catahoula Parish, LA",
cty22027,"Claiborne Parish, LA",
cty22035,"East Carroll Parish, LA",
cty22085,"Sabine Parish, LA",53170.902
cty22093,"St. James Parish, LA",50102.836
cty22099,"St. Martin Parish, LA",46586.059
cty22057,"Lafourche Parish, LA",46445.859
cty22109,"Terrebonne Parish, LA",46010.027
cty24043,"Washington County, MD",45641.027
cty24025,"Harford County, MD",45514.426
cty24027,"Howard County, MD",45230.023
cty24041,"Talbot County, MD",45227.188
cty24023,"Garrett County, MD",45198.469
cty24037,"St. Mary's County, MD",45134.805
cty24035,"Queen Anne's County, MD",45082.875
cty24021,"Frederick County, MD",45026.23
cty24017,"Charles County, MD",44976.117
cty24009,"Calvert County, MD",44975.645
cty24013,"Carroll County, MD",44848.398
cty22053,"Jefferson Davis Parish, LA",44469.918
cty22121,"West Baton Rouge Parish, LA",44174.426
cty22113,"Vermilion Parish, LA",44077.938
cty25023,"Plymouth County, MA",43918.063
cty26109,"Menominee County, MI",43709.066
cty25027,"Worcester County, MA",43659.254
cty26063,"Huron County, MI",43614.691
cty25021,"Norfolk County, MA",43273.656
cty24003,"Anne Arundel County, MD",43237.984
cty24029,"Kent County, MD",43195.816
cty25017,"Middlesex County, MA",43129.32
cty25005,"Bristol County, MA",43085.086
cty23007,"Franklin County, ME",42962.648
cty24005,"Baltimore County, MD",42922.859
cty26023,"Branch County, MI",42921.375
cty24047,"Worcester County, MD",42866.875
cty22095,"St. John the Baptist Parish, LA",42784.781
cty22069,"Natchitoches Parish, LA",42553.359
cty22097,"St. Landry Parish, LA",42441.363
cty24015,"Cecil County, MD",42429.469
cty24019,"Dorchester County, MD",42250.984
cty24031,"Montgomery County, MD",42143.762
cty26051,"Gladwin County, MI",41961.457
cty23031,"York County, ME",41910.914
cty25009,"Essex County, MA",41815.816
cty25013,"Hampden County, MA",41535.387
cty22119,"Webster Parish, LA",41470.086
cty26073,"Isabella County, MI",41447.996
cty22089,"St. Charles Parish, LA",41376.004
cty25003,"Berkshire County, MA",41373.117
cty26031,"Cheboygan County, MI",40929.34
cty23001,"Androscoggin County, ME",40900.816
cty26089,"Leelanau County, MI",40789.441
cty26029,"Charlevoix County, MI",40776.543
cty26101,"Manistee County, MI",40538.742
cty24033,"Prince George's County, MD",40470.25
cty25011,"Franklin County, MA",40239.387
cty24045,"Wicomico County, MD",40115.68
cty26043,"Dickinson County, MI",40081.887
cty25001,"Barnstable County, MA",40037.52
cty26099,"Macomb County, MI",40032.668
cty26061,"Houghton County, MI",40031.816
cty23029,"Washington County, ME",40014.977
cty26127,"Oceana County, MI",40005.207
cty26053,"Gogebic County, MI",39996.902
cty26069,"Iosco County, MI",39883.262
cty25025,"Suffolk County, MA",39802.477
cty24001,"Allegany County, MD",39789.855
cty26115,"Monroe County, MI",39784.137
cty26117,"Montcalm County, MI",39739.156
cty22063,"Livingston Parish, LA",39725.102
cty26111,"Midland County, MI",39703.52
cty26035,"Clare County, MI",39699.363
cty26103,"Marquette County, MI",39682.367
cty26123,"Newaygo County, MI",39677.551
cty26037,"Clinton County, MI",39625.422
cty22055,"Lafayette Parish, LA",39619.141
cty26093,"Livingston County, MI",39543.797
cty25015,"Hampshire County, MA",39539.531
cty22051,"Jefferson Parish, LA",39516.117
cty22059,"LaSalle Parish, LA",
cty26081,"Kent County, MI",39499.957
cty26027,"Cass County, MI",39394.141
cty26005,"Allegan County, MI",39343.633
cty23003,"Aroostook County, ME",39050.582
cty23005,"Cumberland County, ME",38972.418
cty22105,"Tangipahoa Parish, LA",38945.848
cty26017,"Bay County, MI",38879.465
cty26077,"Kalamazoo County, MI",38867.863
cty26011,"Arenac County, MI",38837.098
cty24510,"Baltimore city, MD",38812.465
cty26075,"Jackson County, MI",38796.598
cty26045,"Eaton County, MI",38723.449
cty26129,"Ogemaw County, MI",38705.48
cty22079,"Rapides Parish, LA",38699.137
cty26021,"Berrien County, MI",38690.344
cty24039,"Somerset County, MD",38683.008
cty24011,"Caroline County, MD",38541.176
cty26041,"Delta County, MI",38470.473
cty26121,"Muskegon County, MI",38379.684
cty26125,"Oakland County, MI",38362.32
cty26055,"Grand Traverse County, MI",38291.621
cty23019,"Penobscot County, ME",38255.914
cty22087,"St. Bernard Parish, LA",38206.566
cty26105,"Mason County, MI",38117.906
cty26107,"Mecosta County, MI",38098.879
cty26057,"Gratiot County, MI",38064.582
cty26067,"Ionia County, MI",37978.492
cty26007,"Alpena County, MI",37902.609
cty26025,"Calhoun County, MI",37793.527
cty26091,"Lenawee County, MI",37789.738
cty23025,"Somerset County, ME",37471.672
cty26065,"Ingham County, MI",37105.055
cty26059,"Hillsdale County, MI",36824.23
cty26113,"Missaukee County, MI",36476.969
cty26009,"Antrim County, MI",36240.473
cty26087,"Lapeer County, MI",36225.336
cty22061,"Lincoln Parish, LA",36192.418
cty22065,"Madison Parish, LA",
cty22101,"St. Mary Parish, LA",43871.375
cty22075,"Plaquemines Parish, LA",42697.156
cty22077,"Pointe Coupee Parish, LA",42300.227
cty23011,"Kennebec County, ME",38720.629
cty22103,"St. Tammany Parish, LA",38580.23
cty23017,"Oxford County, ME",37523.414
cty23015,"Lincoln County, ME",36800.031
cty23013,"Knox County, ME",36297.258
cty22071,"Orleans Parish, LA",36252.691
cty23009,"Hancock County, ME",36114.836
cty22073,"Ouachita Parish, LA",36058.535
cty22117,"Washington Parish, LA",35542
cty22067,"Morehouse Parish, LA",35523.941
cty22081,"Red River Parish, LA",
cty22083,"Richland Parish, LA",32335.059
cty22091,"St. Helena Parish, LA",
cty22115,"Vernon Parish, LA",35782.563
cty22111,"Union Parish, LA",33274.84
cty22123,"West Carroll Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty22127,"Winn Parish, LA",
cty23021,"Piscataquis County, ME",
cty23027,"Waldo County, ME",35907.613
cty26001,"Alcona County, MI",
cty26013,"Baraga County, MI",
cty26015,"Barry County, MI",36720.371
cty26019,"Benzie County, MI",36631.625
cty26079,"Kalkaska County, MI",36045.016
cty26047,"Emmet County, MI",35165.707
cty26033,"Chippewa County, MI",35071.887
cty26039,"Crawford County, MI",34271.879
cty26049,"Genesee County, MI",33895.391
cty26071,"Iron County, MI",
cty26085,"Lake County, MI",
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26119,"Montmorency County, MI",
cty26131,"Ontonagon County, MI",
cty26133,"Osceola County, MI",43062.375
cty26135,"Oscoda County, MI",
cty27033,"Cottonwood County, MN",46555.715
cty27001,"Aitkin County, MN",46136.93
cty27065,"Kanabec County, MN",45227.785
cty27063,"Jackson County, MN",43810.063
cty27017,"Carlton County, MN",43556.305
cty27015,"Brown County, MN",43533.82
cty27049,"Goodhue County, MN",43292.387
cty27045,"Fillmore County, MN",43029.75
cty27021,"Cass County, MN",42734.488
cty27047,"Freeborn County, MN",42689.434
cty26141,"Presque Isle County, MI",42676.93
cty27059,"Isanti County, MN",42594.336
cty27071,"Koochiching County, MN",42564.762
cty27037,"Dakota County, MN",42501.723
cty27041,"Douglas County, MN",42390.797
cty27009,"Benton County, MN",42081.953
cty27057,"Hubbard County, MN",41754.848
cty27003,"Anoka County, MN",41355.426
cty27019,"Carver County, MN",41106.238
cty27013,"Blue Earth County, MN",41063.082
cty27067,"Kandiyohi County, MN",41040.379
cty26139,"Ottawa County, MI",40988.617
cty27055,"Houston County, MN",40987.156
cty27061,"Itasca County, MN",40900.988
cty27025,"Chisago County, MN",40778.09
cty27053,"Hennepin County, MN",40584.047
cty27039,"Dodge County, MN",40566.656
cty27035,"Crow Wing County, MN",40394.801
cty27005,"Becker County, MN",40251.465
cty27027,"Clay County, MN",40180.574
cty27023,"Chippewa County, MN",39934.875
cty26149,"St. Joseph County, MI",39829.441
cty27043,"Faribault County, MN",39723.207
cty26151,"Sanilac County, MI",39368.363
cty26137,"Otsego County, MI",39174.008
cty26147,"St. Clair County, MI",38834.469
cty26159,"Van Buren County, MI",38810.305
cty26165,"Wexford County, MI",38539.266
cty27007,"Beltrami County, MN",37474.262
cty26157,"Tuscola County, MI",37263.984
cty26161,"Washtenaw County, MI",37071.586
cty26155,"Shiawassee County, MI",36565.676
cty26143,"Roscommon County, MI",36498.605
cty26163,"Wayne County, MI",36427.258
cty22043,"Grant Parish, LA",35962.313
cty26145,"Saginaw County, MI",35390.23
cty23023,"Sagadahoc County, ME",33548.457
cty26153,"Schoolcraft County, MI",
cty27011,"Big Stone County, MN",
cty27029,"Clearwater County, MN",
cty27073,"Lac qui Parle County, MN",
cty27165,"Watonwan County, MN",47540.719
cty27095,"Mille Lacs County, MN",46960.895
cty27127,"Redwood County, MN",45994.219
cty27121,"Pope County, MN",45304.547
cty27079,"Le Sueur County, MN",44945.125
cty27075,"Lake County, MN",43697.633
cty27081,"Lincoln County, MN",
cty27129,"Renville County, MN",50557.504
cty27133,"Rock County, MN",46217.352
cty27135,"Roseau County, MN",45358.652
cty27151,"Swift County, MN",45037.906
cty27157,"Wabasha County, MN",44957.957
cty27159,"Wadena County, MN",44565.594
cty27147,"Steele County, MN",44282.832
cty27113,"Pennington County, MN",43768.051
cty27083,"Lyon County, MN",43513.883
cty27173,"Yellow Medicine County, MN",43294.367
cty27111,"Otter Tail County, MN",43291.645
cty27085,"McLeod County, MN",42017.84
cty27089,"Marshall County, MN",
cty27115,"Pine County, MN",44413.875
cty27141,"Sherburne County, MN",43306.797
cty27105,"Nobles County, MN",43282.645
cty27139,"Scott County, MN",42876.723
cty27099,"Mower County, MN",42562.086
cty27117,"Pipestone County, MN",42196.5
cty27161,"Waseca County, MN",42055.094
cty27119,"Polk County, MN",41842.234
cty28007,"Attala County, MS",41709.453
cty27163,"Washington County, MN",41453.973
cty27137,"St. Louis County, MN",41375.516
cty27097,"Morrison County, MN",41337.07
cty27093,"Meeker County, MN",41247.781
cty27149,"Stevens County, MN",41240.898
cty27091,"Martin County, MN",41207.684
cty27101,"Murray County, MN",
cty27171,"Wright County, MN",42683.613
cty28001,"Adams County, MS",41891.559
cty27169,"Winona County, MN",41054.508
cty27123,"Ramsey County, MN",40837.91
cty27131,"Rice County, MN",40833.477
cty27153,"Todd County, MN",40780.281
cty27145,"Stearns County, MN",40633.039
cty27103,"Nicollet County, MN",40430.469
cty27107,"Norman County, MN",
cty27109,"Olmsted County, MN",40262.949
cty27143,"Sibley County, MN",39967.559
cty27167,"Wilkin County, MN",
cty28003,"Alcorn County, MS",36142.676
cty28005,"Amite County, MS",
cty28009,"Benton County, MS",
cty28011,"Bolivar County, MS",36759.484
cty28013,"Calhoun County, MS",
cty28015,"Carroll County, MS",
cty28017,"Chickasaw County, MS",
cty28019,"Choctaw County, MS",
cty28021,"Claiborne County, MS",
cty28107,"Panola County, MS",47210.801
cty28091,"Marion County, MS",46158.008
cty28101,"Newton County, MS",45276.059
cty28085,"Lincoln County, MS",43017.074
cty28057,"Itawamba County, MS",42690.234
cty28045,"Hancock County, MS",41263.477
cty28039,"George County, MS",40563.398
cty28083,"Leflore County, MS",40369.516
cty28109,"Pearl River County, MS",39260.02
cty28027,"Coahoma County, MS",38995.113
cty28023,"Clarke County, MS",38730.172
cty28067,"Jones County, MS",38667.707
cty28073,"Lamar County, MS",38574.918
cty28089,"Madison County, MS",38453.742
cty28095,"Monroe County, MS",38071.91
cty28033,"DeSoto County, MS",37570.258
cty28025,"Clay County, MS",37343.191
cty28075,"Lauderdale County, MS",37071.961
cty28087,"Lowndes County, MS",37065.508
cty28049,"Hinds County, MS",36663.281
cty28029,"Copiah County, MS",35124.5
cty28031,"Covington County, MS",
cty28035,"Forrest County, MS",36457.313
cty28037,"Franklin County, MS",
cty28041,"Greene County, MS",
cty28059,"Jackson County, MS",36323.754
cty28047,"Harrison County, MS",36229.293
cty28043,"Grenada County, MS",35763.273
cty28051,"Holmes County, MS",
cty28053,"Humphreys County, MS",
cty28061,"Jasper County, MS",
cty28063,"Jefferson County, MS",
cty28065,"Jefferson Davis County, MS",
cty28069,"Kemper County, MS",
cty28071,"Lafayette County, MS",32284.508
cty28077,"Lawrence County, MS",
cty28079,"Leake County, MS",
cty28081,"Lee County, MS",36109.754
cty28093,"Marshall County, MS",33890.703
cty28097,"Montgomery County, MS",
cty28099,"Neshoba County, MS",31612.971
cty28103,"Noxubee County, MS",
cty28105,"Oktibbeha County, MS",35814.473
cty28111,"Perry County, MS",
cty28131,"Stone County, MS",46964.184
cty29007,"Audrain County, MO",45849.035
cty29013,"Bates County, MO",45229.434
cty28153,"Wayne County, MS",44885.746
cty28115,"Pontotoc County, MS",42795.207
cty28123,"Scott County, MS",42097.676
cty29003,"Andrew County, MO",41720.633
cty28127,"Simpson County, MS",41432.875
cty29027,"Callaway County, MO",41401.164
cty29037,"Cass County, MO",40906.086
cty28163,"Yazoo County, MS",40341.816
cty28113,"Pike County, MS",40141.566
cty29047,"Clay County, MO",40025.156
cty29009,"Barry County, MO",39963.715
cty28117,"Prentiss County, MS",38711.25
cty28119,"Quitman County, MS",
cty28121,"Rankin County, MS",38539.145
cty28125,"Sharkey County, MS",
cty28129,"Smith County, MS",
cty29031,"Cape Girardeau County, MO",39226.609
cty28145,"Union County, MS",38925.609
cty28133,"Sunflower County, MS",38057.195
cty28135,"Tallahatchie County, MS",
cty29049,"Clinton County, MO",38546.082
cty29043,"Christian County, MO",37732.074
cty28137,"Tate County, MS",37607.633
cty28149,"Warren County, MS",35188.109
cty28139,"Tippah County, MS",34385.695
cty28141,"Tishomingo County, MS",
cty28143,"Tunica County, MS",
cty28147,"Walthall County, MS",
cty28151,"Washington County, MS",34771.141
cty28155,"Webster County, MS",
cty28157,"Wilkinson County, MS",
cty28159,"Winston County, MS",
cty28161,"Yalobusha County, MS",
cty29001,"Adair County, MO",35311.668
cty29005,"Atchison County, MO",
cty29011,"Barton County, MO",
cty29015,"Benton County, MO",
cty29017,"Bollinger County, MO",
cty29021,"Buchanan County, MO",40837.656
cty29019,"Boone County, MO",37169.008
cty29023,"Butler County, MO",36395.918
cty29025,"Caldwell County, MO",
cty29029,"Camden County, MO",36109.969
cty29033,"Carroll County, MO",
cty29035,"Carter County, MO",
cty29039,"Cedar County, MO",
cty29041,"Chariton County, MO",
cty29045,"Clark County, MO",
cty29053,"Cooper County, MO",43858.699
cty29055,"Crawford County, MO",40554.648
cty29051,"Cole County, MO",39911.742
cty29057,"Dade County, MO",
cty29059,"Dallas County, MO",
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",
cty29065,"Dent County, MO",
cty29067,"Douglas County, MO",
cty29073,"Gasconade County, MO",45286.586
cty29107,"Lafayette County, MO",44407.527
cty29117,"Livingston County, MO",44057.375
cty29071,"Franklin County, MO",43568.418
cty29113,"Lincoln County, MO",42933.574
cty29131,"Miller County, MO",42375.82
cty29147,"Nodaway County, MO",41541.629
cty29155,"Pemiscot County, MO",41285.121
cty29099,"Jefferson County, MO",41026.785
cty29151,"Osage County, MO",41024.652
cty29115,"Linn County, MO",40863.195
cty29135,"Moniteau County, MO",40397.543
cty29121,"Macon County, MO",40048.754
cty29109,"Lawrence County, MO",39901.902
cty29097,"Jasper County, MO",39411.457
cty29095,"Jackson County, MO",39274.918
cty29145,"Newton County, MO",38243.43
cty29069,"Dunklin County, MO",37488.926
cty29075,"Gentry County, MO",
cty29077,"Greene County, MO",36653.332
cty29079,"Grundy County, MO",
cty29081,"Harrison County, MO",
cty29083,"Henry County, MO",40682.059
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29089,"Howard County, MO",
cty29105,"Laclede County, MO",37918.184
cty29091,"Howell County, MO",36422.129
cty29093,"Iron County, MO",
cty29101,"Johnson County, MO",38897.582
cty29111,"Lewis County, MO",
cty29119,"McDonald County, MO",34250.93
cty29123,"Madison County, MO",
cty29125,"Maries County, MO",
cty29127,"Marion County, MO",39294.926
cty29133,"Mississippi County, MO",
cty29137,"Monroe County, MO",
cty29139,"Montgomery County, MO",
cty29141,"Morgan County, MO",
cty29143,"New Madrid County, MO",34559.195
cty29149,"Oregon County, MO",
cty29153,"Ozark County, MO",
cty29157,"Perry County, MO",49364.246
cty29186,"Ste. Genevieve County, MO",49363.063
cty30021,"Dawson County, MT",44211.301
cty29195,"Saline County, MO",43914.813
cty29177,"Ray County, MO",43842.297
cty30017,"Custer County, MT",42938.961
cty30041,"Hill County, MT",41825.621
cty29167,"Polk County, MO",41628.07
cty30027,"Fergus County, MT",41619.938
cty30047,"Lake County, MT",41396.918
cty29219,"Warren County, MO",41269.18
cty29207,"Stoddard County, MO",41232.113
cty29187,"St. Francois County, MO",41183.152
cty29159,"Pettis County, MO",41071.938
cty29183,"St. Charles County, MO",40830.074
cty29165,"Platte County, MO",40778.672
cty29163,"Pike County, MO",40678.926
cty29217,"Vernon County, MO",40652.285
cty29209,"Stone County, MO",40573.758
cty29201,"Scott County, MO",40513.898
cty29221,"Washington County, MO",39989.242
cty30043,"Jefferson County, MT",39070.93
cty29225,"Webster County, MO",38862.258
